	uri	Average_salary_full_professors	Average_salary_associate_professors	Average_salary_assistant_professors	Average_salary_all_ranks	Average_compensation_full_professor	Average_compensation_associate_professors	Average_compensation_assistant_professors	Average_compensation_all_ranks	Number_of_full_professors	Number_of_associate_professors	Number_of_assistant_professors	Number_of_instructors	Number_of_faculty_all_ranks	FICE	College_name	State	label_salary	label_comp	label	corr_feat
132	http://dbpedia.org/resource/Chapman_University	578.0	470.0	420.0	491.0	763.0	627.0	573.0	656.0	38.0	37.0	36.0	0.0	111.0	1164.0	Chapman University	CA	medium	high	IIA	IIA
133	http://dbpedia.org/resource/Chatham_University	492.0	397.0	323.0	394.0	628.0	503.0	407.0	500.0	13.0	12.0	16.0	2.0	43.0	3244.0	Chatham College	PA	medium	medium	IIB	IIB
134	http://dbpedia.org/resource/Chestnut_Hill_College		322.0	277.0	311.0		400.0	348.0	391.0	5.0	10.0	18.0	4.0	37.0	3245.0	Chestnut Hill College	PA	low	low	IIB	I
135	http://dbpedia.org/resource/Cheyney_University_of_Pennsylvania	692.0	554.0	379.0	550.0	884.0	732.0	530.0	725.0	35.0	35.0	21.0	7.0	98.0	3317.0	Cheyney University of Penn.	PA	high	high	IIA	IIB
136	http://dbpedia.org/resource/Chicago_State_University	446.0	369.0	320.0	345.0	509.0	425.0	371.0	399.0	120.0	65.0	77.0	14.0	351.0	1694.0	Chicago State University	IL	low	low	IIA	IIB
137	http://dbpedia.org/resource/Christendom_College			279.0	320.0			336.0	396.0	1.0	5.0	7.0	0.0	13.0	29261.0	Christendom College	VA	low	low	IIB	IIB
138	http://dbpedia.org/resource/Claremont_McKenna_College	716.0	516.0	411.0	601.0	892.0	661.0	510.0	751.0	36.0	16.0	12.0	2.0	67.0	1170.0	Claremont McKenna College	CA	high	high	IIB	IIA
139	http://dbpedia.org/resource/Clarion_University_of_Pennsylvania	649.0	539.0	419.0	517.0	824.0	694.0	549.0	665.0	100.0	92.0	110.0	22.0	324.0	9235.0	Clarion University of Penn.	PA	high	high	IIA	IIB
140	http://dbpedia.org/resource/Clark_University	664.0	469.0	395.0	522.0	822.0	593.0	488.0	651.0	58.0	64.0	38.0	0.0	160.0	2139.0	Clark University	MA	high	high	IIA	
141	http://dbpedia.org/resource/Clarke_University	436.0	361.0	312.0	338.0	512.0	445.0	379.0	407.0	11.0	10.0	25.0	8.0	54.0	1852.0	Clarke College	IA	low	low	IIB	IIA
142	http://dbpedia.org/resource/Clarkson_College		407.0	377.0	368.0		469.0	434.0	425.0	1.0	6.0	8.0	11.0	26.0	9862.0	Clarkson College	NE	medium	low	IIB	
143	http://dbpedia.org/resource/Clarkson_University	703.0	515.0	475.0	563.0	875.0	658.0	593.0	707.0	55.0	58.0	43.0	5.0	161.0	2699.0	Clarkson University	NY	high	high	I	IIA
144	http://dbpedia.org/resource/Clemson_University	602.0	441.0	375.0	466.0	728.0	544.0	465.0	571.0	296.0	224.0	191.0	42.0	801.0	3425.0	Clemson University	SC	medium	medium	I	I
145	http://dbpedia.org/resource/Cleveland_State_University	611.0	459.0	390.0	486.0	750.0	575.0	495.0	606.0	166.0	223.0	128.0	14.0	531.0	3032.0	Cleveland State University	OH	medium	high	IIA	IIA
146	http://dbpedia.org/resource/Coastal_Carolina_University	437.0	377.0	314.0	340.0	535.0	464.0	389.0	419.0	23.0	43.0	49.0	28.0	143.0	3451.0	Coastal Carolina University	SC	low	low	IIB	
147	http://dbpedia.org/resource/Coe_College	516.0	421.0	340.0	436.0	671.0	541.0	459.0	570.0	30.0	21.0	22.0	0.0	73.0	1854.0	Coe College	IA	medium	medium	IIB	IIA
148	http://dbpedia.org/resource/Coker_College	425.0	359.0	318.0	358.0	521.0	425.0	378.0	430.0	14.0	9.0	18.0	2.0	43.0	3427.0	Coker College	SC	medium	low	IIB	I
149	http://dbpedia.org/resource/Colby%E2%80%93Sawyer_College	397.0	380.0	277.0	329.0	488.0	468.0	349.0	410.0	9.0	9.0	19.0	1.0	38.0	2572.0	Colby-Sawyer College	NH	low	low	IIB	IIB
150	http://dbpedia.org/resource/Colby_College	745.0	515.0	383.0	524.0	904.0	622.0	453.0	629.0	43.0	33.0	60.0	4.0	140.0	2039.0	Colby College	ME	high	high	IIB	I
151	http://dbpedia.org/resource/Colgate_University	669.0	505.0	406.0	539.0	848.0	637.0	497.0	677.0	78.0	61.0	56.0	3.0	198.0	2701.0	Colgate University	NY	high	high	IIB	IIA
152	http://dbpedia.org/resource/College_for_Creative_Studies	401.0	333.0	263.0	360.0	489.0	413.0	331.0	442.0	29.0	11.0	6.0	2.0	48.0	6771.0	Center for Creative Studies	MI	medium	low	IIB	IIA
153	http://dbpedia.org/resource/College_of_Charleston	475.0	410.0	320.0	374.0	581.0	505.0	399.0	462.0	68.0	102.0	118.0	32.0	320.0	3428.0	College of Charleston	SC	medium	medium	IIA	
154	http://dbpedia.org/resource/College_of_Idaho	424.0	338.0	266.0	336.0	540.0	430.0	338.0	428.0	16.0	20.0	19.0	1.0	56.0	1617.0	Albertson College of Idaho	ID	low	low	IIB	
155	http://dbpedia.org/resource/College_of_Mount_Saint_Vincent		388.0	336.0	366.0		476.0	410.0	450.0	5.0	24.0	20.0	7.0	56.0	2703.0	College of Mount St. Vincent	NY	medium	medium	IIB	IIA
156	http://dbpedia.org/resource/College_of_Mount_St._Joseph	477.0	412.0	339.0	360.0	575.0	482.0	401.0	423.0	10.0	21.0	52.0	17.0	100.0	3033.0	College of Mount St. Joseph	OH	medium	low	IIB	IIA
157	http://dbpedia.org/resource/College_of_New_Rochelle	539.0	449.0	391.0	447.0	693.0	579.0	499.0	574.0	11.0	38.0	17.0	1.0	67.0	2704.0	College of New Rochelle	NY	medium	medium	IIA	IIA
158	http://dbpedia.org/resource/College_of_Saint_Benedict_and_Saint_John's_University	493.0	404.0	334.0	381.0	595.0	512.0	405.0	468.0	18.0	50.0	47.0	8.0	125.0	2341.0	College of Saint Benedict	MN	medium	medium	IIB	IIB
159	http://dbpedia.org/resource/College_of_Saint_Elizabeth	426.0	388.0	322.0	365.0	490.0	437.0	384.0	420.0	9.0	19.0	16.0	3.0	47.0	2600.0	College of Saint Elizabeth	NJ	medium	low	IIB	IIB
160	http://dbpedia.org/resource/College_of_Wooster	561.0	411.0	346.0	449.0	735.0	518.0	429.0	575.0	52.0	24.0	44.0	2.0	122.0	3037.0	College of Wooster	OH	medium	medium	IIB	IIB
161	http://dbpedia.org/resource/College_of_the_Holy_Cross	695.0	506.0	406.0	519.0	875.0	627.0	500.0	644.0	44.0	84.0	54.0	4.0	186.0	2141.0	College of the Holy Cross	MA	high	high	IIB	IIA
162	http://dbpedia.org/resource/College_of_the_Ozarks	446.0	392.0	350.0	393.0	547.0	483.0	425.0	482.0	27.0	25.0	23.0	4.0	79.0	2500.0	College of The Ozarks	MO	medium	medium	IIB	I
163	http://dbpedia.org/resource/Colorado_College	613.0	488.0	398.0	525.0	776.0	621.0	509.0	665.0	63.0	38.0	26.0	1.0	134.0	1347.0	Colorado College	CO	high	high	IIB	IIA
164	http://dbpedia.org/resource/Colorado_Mesa_University	429.0	353.0	297.0	340.0	508.0	427.0	363.0	410.0	49.0	31.0	37.0	7.0	145.0	1358.0	Mesa State College	CO	low	low	IIB	I
165	http://dbpedia.org/resource/Colorado_State_University	598.0	447.0	403.0	517.0	714.0	534.0	481.0	617.0	483.0	255.0	188.0	0.0	926.0	1350.0	Colorado State University	CO	high	high	I	IIA
166	http://dbpedia.org/resource/Columbia_College_Chicago	388.5	331.0	301.5	335.3333333333333	476.0	408.0	369.0	417.3333333333333	11.0	12.0	12.333333333333334	4.0	97.66666666666669	1665.0	Columbia College	IL	low	low	IIB	IIA
167	http://dbpedia.org/resource/Columbia_University	882.0	554.0	452.0	687.0	1136.0	767.0	646.0	915.0	477.0	185.0	199.0	11.0	923.0	2707.0	Columbia University	NY	high	high	I	IIB
168	http://dbpedia.org/resource/Columbus_College_of_Art_and_Design	456.0	375.0	333.0	396.0	588.0	491.0	437.0	515.0	75.0	50.0	51.0	2.0	178.0	1561.0	Columbus College	GA	medium	medium	IIA	I
169	http://dbpedia.org/resource/Concord_University	400.0	342.0	284.0	325.0	505.0	438.0	372.0	420.0	29.0	18.0	35.0	12.0	94.0	3810.0	Concord College	WV	low	low	IIB	IIB
170	http://dbpedia.org/resource/Concordia_College_(Moorhead)	405.5	335.25	298.75	338.5	499.5	415.0	379.5	422.0	20.25	17.75	24.0	6.5	68.5	2247.0	Concordia College	MI	low	low	IIB	IIA
171	http://dbpedia.org/resource/Concordia_University	399.0	351.0	295.0	351.0	487.0	435.0	374.0	435.0	30.0	23.0	24.0	1.0	78.0	1666.0	Concordia University	IL	medium	low	IIB	I
172	http://dbpedia.org/resource/Concordia_University_(Nebraska)	352.0	316.0	282.0	320.0	423.0	390.0	357.0	393.0	22.0	16.0	15.0	1.0	54.0	2541.0	Concordia Teachers College	NE	low	low	IIB	IIB
173	http://dbpedia.org/resource/Connecticut_College	619.0	461.0	366.0	499.0	810.0	613.0	477.0	654.0	63.0	35.0	30.0	11.0	140.0	1379.0	Connecticut College	CT	medium	high	IIB	IIB
174	http://dbpedia.org/resource/Converse_College	467.0	384.0	317.0	372.0	582.0	495.0	402.0	473.0	12.0	31.0	23.0	3.0	69.0	3431.0	Converse College	SC	medium	medium	IIB	IIA
175	http://dbpedia.org/resource/Coppin_State_University	557.0	435.0	366.0	431.0	707.0	559.0	476.0	554.0	26.0	32.0	36.0	4.0	103.0	2068.0	Coppin State College	MD	medium	medium	IIB	IIB
176	http://dbpedia.org/resource/Corban_University		308.0	252.0	285.0		451.0	340.0	388.0	3.0	7.0	7.0	5.0	22.0	1339.0	Western Baptist College	OR	low	low	IIB	IIB
177	http://dbpedia.org/resource/Cornell_College	578.0	426.0	368.0	468.0	693.0	534.0	463.0	574.0	31.0	22.0	17.0	5.0	75.0	1856.0	Cornell College	IA	medium	medium	IIB	IIB
178	http://dbpedia.org/resource/Covenant_College	429.0	371.0	312.0	388.0	519.0	492.0	390.0	484.0	19.0	12.0	6.0	1.0	38.0	3484.0	Covenant College	GA	medium	medium	IIB	IIB
179	http://dbpedia.org/resource/Creighton_University	649.0	462.0	351.0	437.0	793.0	562.0	418.0	529.0	66.0	119.0	127.0	22.0	342.0	2542.0	Creighton University	NE	medium	medium	IIA	IIA
180	http://dbpedia.org/resource/Culver%E2%80%93Stockton_College	396.0	348.0	297.0	332.0	463.0	406.0	347.0	388.0	9.0	20.0	22.0	1.0	52.0	2460.0	Culver-Stockton College	MO	low	low	IIB	IIA
181	http://dbpedia.org/resource/Cumberland_College_(Saskatchewan)	354.0	291.0	272.0	286.0	438.0	362.0	337.0	355.0	17.0	23.0	32.0	20.0	97.0	1962.0	Cumberland College	KY	low	low	IIB	IIB
182	http://dbpedia.org/resource/D'Youville_College	404.0	385.0	327.0	359.0	485.0	456.0	390.0	427.0	15.0	22.0	32.0	7.0	76.0	2712.0	D'Youville College	NY	medium	low	IIB	IIB
183	http://dbpedia.org/resource/Dakota_State_University	469.0	357.0	349.0	351.0	554.0	427.0	419.0	420.0	9.0	11.0	24.0	12.0	56.0	3463.0	Dakota State University	SD	medium	low	IIB	
184	http://dbpedia.org/resource/Dakota_Wesleyan_University		290.0	246.0	257.0		356.0	302.0	317.0	4.0	11.0	13.0	7.0	36.0	3461.0	Dakota Wesleyan University	SD	low	low	IIB	
185	http://dbpedia.org/resource/Dana_College	338.0	300.0	276.0	300.0	404.0	368.0	336.0	364.0	11.0	11.0	11.0	3.0	36.0	2543.0	Dana College	NE	low	low	IIB	
186	http://dbpedia.org/resource/Dartmouth_College	785.0	536.0	429.0	610.0	1002.0	686.0	532.0	774.0	163.0	89.0	114.0	5.0	371.0	2573.0	Dartmouth College	NH	high	high	I	I
187	http://dbpedia.org/resource/Davidson_College	626.0	460.0	356.0	506.0	801.0	591.0	440.0	644.0	60.0	34.0	32.0	4.0	130.0	2918.0	Davidson College	NC	high	high	IIB	IIA
188	http://dbpedia.org/resource/DePaul_University	702.0	543.0	427.0	524.0	857.0	681.0	527.0	648.0	120.0	173.0	152.0	55.0	500.0	1671.0	DePaul University	IL	high	high	IIA	IIA
189	http://dbpedia.org/resource/DePauw_University	540.0	433.0	361.0	452.0	695.0	570.0	465.0	587.0	51.0	57.0	38.0	0.0	146.0	1792.0	DePauw University	IN	medium	medium	IIB	IIB
190	http://dbpedia.org/resource/Defiance_College	373.0	333.0	277.0	326.0	438.0	388.0	330.0	382.0	14.0	18.0	11.0	0.0	46.0	3041.0	Defiance College The	OH	low	low	IIB	IIB
191	http://dbpedia.org/resource/Delaware_State_University	545.0	435.0	359.0	379.0	716.0	583.0	491.0	515.0	29.0	47.0	61.0	34.0	183.0	1428.0	Delaware State University	DE	medium	medium	IIA	IIB
192	http://dbpedia.org/resource/Delta_State_University	400.0	337.0	314.0	337.0	487.0	413.0	386.0	413.0	60.0	32.0	47.0	36.0	175.0	2403.0	Delta State University	MS	low	low	IIA	
193	http://dbpedia.org/resource/Denison_University	558.0	414.0	346.0	445.0	757.0	528.0	439.0	584.0	58.0	32.0	55.0	0.0	146.0	3042.0	Denison University	OH	medium	medium	IIB	I
194	http://dbpedia.org/resource/Dickinson_College	622.0	468.0	380.0	466.0	797.0	601.0	478.0	593.0	35.0	47.0	51.0	7.0	144.0	3253.0	Dickinson College	PA	medium	medium	IIB	IIB
195	http://dbpedia.org/resource/Dickinson_State_University	402.0	342.0	302.0	316.0	506.0	432.0	376.0	397.0	9.0	14.0	33.0	13.0	71.0	2989.0	Dickinson State University	ND	low	low	IIB	I
196	http://dbpedia.org/resource/Dillard_University	494.0	373.0	342.0	350.0	567.0	437.0	398.0	406.0	8.0	15.0	59.0	10.0	96.0	2004.0	Dillard University	LA	medium	low	IIB	IIB
197	http://dbpedia.org/resource/Doane_College	436.0	392.0	326.0	360.0	521.0	465.0	391.0	431.0	17.0	7.0	28.0	5.0	57.0	2544.0	Doane College	NE	medium	low	IIB	IIB
198	http://dbpedia.org/resource/Dominican_University_(Illinois)	448.0	378.0	377.0	382.0	543.0	479.0	454.0	468.0	10.0	25.0	34.0	3.0	72.0	1750.0	Rosary College	IL	medium	medium	IIB	IIB
199	http://dbpedia.org/resource/Dominican_University_College		400.0	354.0	365.0		508.0	438.0	454.0	4.0	10.0	19.0	9.0	42.0	2713.0	Dominican College	NY	medium	medium	IIB	IIB
200	http://dbpedia.org/resource/Dordt_College	411.0	356.0	308.0	355.0	548.0	470.0	406.0	472.0	30.0	14.0	16.0	12.0	72.0	1859.0	Dordt College	IA	medium	medium	IIB	I
201	http://dbpedia.org/resource/Dowling_College	661.0	596.0	484.0	563.0	891.0	822.0	679.0	776.0	25.0	29.0	36.0	3.0	93.0	2667.0	Dowling College	NY	high	high	IIB	IIB
202	http://dbpedia.org/resource/Drake_University	601.0	458.0	409.0	481.0	762.0	578.0	496.0	600.0	101.0	61.0	107.0	16.0	285.0	1860.0	Drake University	IA	medium	high	IIA	IIB
203	http://dbpedia.org/resource/Drew_University	603.0	463.0	386.0	529.0	762.0	580.0	479.0	664.0	61.0	28.0	15.0	4.0	108.0	2603.0	Drew University	NJ	high	high	IIA	IIA
204	http://dbpedia.org/resource/Drexel_University	674.0	496.0	459.0	568.0	843.0	619.0	570.0	709.0	153.0	114.0	73.0	0.0	341.0	3256.0	Drexel University	PA	high	high	I	I
205	http://dbpedia.org/resource/Drury_University	448.0	394.0	323.0	375.0	546.0	483.0	400.0	460.0	26.0	23.0	31.0	2.0	87.0	2461.0	Drury College	MO	medium	medium	IIB	IIB
206	http://dbpedia.org/resource/Duke_University	854.0	584.0	459.0	699.0	1055.0	728.0	553.0	862.0	330.0	149.0	141.0	0.0	620.0	2920.0	Duke University	NC	high	high	I	
207	http://dbpedia.org/resource/Duquesne_University	602.0	469.0	393.0	475.0	753.0	597.0	497.0	601.0	98.0	97.0	113.0	28.0	336.0	3258.0	Duquesne University	PA	medium	high	IIA	IIB
208	http://dbpedia.org/resource/Earlham_College	514.0	394.0	338.0	445.0	639.0	483.0	414.0	551.0	44.0	13.0	22.0	0.0	79.0	1793.0	Earlham College	IN	medium	medium	IIB	IIB
209	http://dbpedia.org/resource/East_Carolina_University	554.0	430.0	377.0	415.0	672.0	525.0	462.0	507.0	189.0	187.0	261.0	11.0	792.0	2923.0	East Carolina University	NC	medium	medium	IIA	
210	http://dbpedia.org/resource/East_Central_University	453.0	407.0	352.0	378.0	538.0	488.0	429.0	456.0	39.0	31.0	64.0	23.0	158.0	3154.0	East Central University	OK	medium	medium	IIB	
211	http://dbpedia.org/resource/East_Stroudsburg_University_of_Pennsylvania	676.0	531.0	415.0	526.0	858.0	696.0	556.0	686.0	95.0	72.0	85.0	20.0	272.0	3320.0	East Stroudsburg University	PA	high	high	IIA	
212	http://dbpedia.org/resource/Eastern_Illinois_University	442.0	373.0	333.0	364.0	515.0	438.0	393.0	428.0	190.0	161.0	120.0	87.0	560.0	1674.0	Eastern Illinois University	IL	medium	low	IIA	IIA
213	http://dbpedia.org/resource/Eastern_Kentucky_University	519.0	439.0	371.0	442.0	648.0	551.0	468.0	555.0	237.0	135.0	185.0	29.0	586.0	1963.0	Eastern Kentucky University	KY	medium	medium	IIA	IIB
214	http://dbpedia.org/resource/Eastern_Michigan_University	560.0	447.0	389.0	462.0	722.0	590.0	519.0	605.0	318.0	171.0	160.0	17.0	729.0	2259.0	Eastern Michigan University	MI	medium	high	IIA	IIB
215	http://dbpedia.org/resource/Eastern_Oregon_University	470.0	363.0	309.0	373.0	612.0	482.0	412.0	492.0	20.0	23.0	17.0	5.0	65.0	3193.0	Eastern Oregon State College	OR	medium	medium	IIB	IIB
216	http://dbpedia.org/resource/Eastern_University_(United_States)	442.0	342.0	329.0	363.0	636.0	413.0	398.0	473.0	19.0	17.0	17.0	4.0	57.0	3259.0	Eastern College	PA	medium	medium	IIA	IIB
217	http://dbpedia.org/resource/Eckerd_College	534.0	424.0	357.0	436.0	676.0	547.0	472.0	563.0	32.0	18.0	37.0	0.0	87.0	1487.0	Eckerd College	FL	medium	medium	IIB	I
218	http://dbpedia.org/resource/Edinboro_University_of_Pennsylvania	676.0	545.0	424.0	516.0	870.0	714.0	570.0	679.0	111.0	86.0	169.0	26.0	392.0	3321.0	Edinboro University of Penn.	PA	high	high	IIA	
219	http://dbpedia.org/resource/Elizabethtown_College	552.0	456.0	371.0	448.0	718.0	581.0	465.0	571.0	30.0	39.0	26.0	6.0	105.0	3262.0	Elizabethtown College	PA	medium	medium	IIB	IIB
220	http://dbpedia.org/resource/Elmira_College	497.0	342.0	306.0	359.0	666.0	449.0	395.0	472.0	13.0	24.0	26.0	0.0	63.0	2718.0	Elmira College	NY	medium	medium	IIB	IIB
221	http://dbpedia.org/resource/Elon_University	459.0	388.0	331.0	372.0	572.0	482.0	401.0	456.0	30.0	38.0	64.0	6.0	138.0	2927.0	Elon College	NC	medium	medium	IIB	IIB
222	http://dbpedia.org/resource/Emerson_College	669.0	502.0	386.0	488.0	874.0	652.0	494.0	632.0	21.0	33.0	35.0	3.0	92.0	2146.0	Emerson College	MA	medium	high	IIA	IIA
223	http://dbpedia.org/resource/Emory_University	796.0	547.0	451.0	608.0	972.0	686.0	567.0	753.0	203.0	177.0	161.0	8.0	549.0	1564.0	Emory University	GA	high	high	I	I
224	http://dbpedia.org/resource/Emory_and_Henry_College	440.0	358.0	296.0	363.0	531.0	439.0	351.0	438.0	18.0	19.0	14.0	3.0	54.0	3709.0	Emory and Henry College	VA	medium	low	IIB	I
225	http://dbpedia.org/resource/Empire_State_College	543.0	437.0	361.0	430.0	706.0	562.0	468.0	554.0	33.0	47.0	35.0	3.0	132.0	10286.0	SUNY Empire State College	NY	medium	medium	IIB	
226	http://dbpedia.org/resource/Emporia_State_University	435.0	390.0	330.0	367.0	553.0	499.0	427.0	471.0	67.0	67.0	78.0	26.0	238.0	1927.0	Emporia State University	KS	medium	medium	IIA	IIB
227	http://dbpedia.org/resource/Erskine_College	420.0		297.0	355.0	527.0		366.0	444.0	19.0	5.0	14.0	2.0	40.0	3432.0	Erskine College	SC	medium	low	IIB	
228	http://dbpedia.org/resource/Eureka_College		370.0	315.0	355.0		458.0	390.0	438.0	5.0	16.0	16.0	0.0	37.0	1678.0	Eureka College	IL	medium	low	IIB	IIA
229	http://dbpedia.org/resource/Fairfield_University	685.0	545.0	452.0	545.0	894.0	733.0	603.0	721.0	62.0	43.0	81.0	6.0	192.0	1385.0	Fairfield University	CT	high	high	IIA	IIB
230	http://dbpedia.org/resource/Fairmont_State_University	432.0	362.0	317.0	361.0	526.0	446.0	394.0	445.0	57.0	44.0	45.0	27.0	173.0	3812.0	Fairmont State College	WV	medium	medium	IIB	IIB
231	http://dbpedia.org/resource/Felician_College		351.0	311.0	320.0		422.0	375.0	385.0	1.0	14.0	24.0	5.0	44.0	2610.0	Felician College	NJ	low	low	IIB	IIB
232	http://dbpedia.org/resource/Ferris_State_University	546.0	470.0	409.0	467.0	713.0	631.0	566.0	628.0	143.0	160.0	151.0	10.0	477.0	2260.0	Ferris State University	MI	medium	high	IIA	IIB
233	http://dbpedia.org/resource/Ferrum_College	415.0	342.0	299.0	353.0	508.0	417.0	362.0	431.0	27.0	21.0	16.0	5.0	69.0	3711.0	Ferrum College	VA	medium	low	IIB	IIB
234	http://dbpedia.org/resource/Fisk_University	383.0	369.0	269.0	319.0	451.0	437.0	314.0	375.0	17.0	19.0	17.0	2.0	65.0	3490.0	Fisk University	TN	low	low	IIB	I
235	http://dbpedia.org/resource/Fitchburg_State_University	512.0	429.0	395.0	444.0	644.0	540.0	501.0	560.0	87.0	56.0	70.0	11.0	224.0	2184.0	Fitchburg State College	MA	medium	medium	IIA	IIA
236	http://dbpedia.org/resource/Florida_A&M_University	524.0	426.0	359.0	424.0	661.0	543.0	460.0	540.0	103.0	123.0	111.0	27.0	364.0	1480.0	Florida A & M University	FL	medium	medium	IIA	I
237	http://dbpedia.org/resource/Florida_Atlantic_University	580.0	426.0	394.0	461.0	750.0	559.0	517.0	601.0	183.0	147.0	159.0	30.0	528.0	1481.0	Florida Atlantic University	FL	medium	high	IIA	IIA
238	http://dbpedia.org/resource/Florida_Southern_College	440.0	369.0	331.0	369.0	552.0	473.0	409.0	463.0	30.0	18.0	44.0	4.0	96.0	1488.0	Florida Southern College	FL	medium	medium	IIB	I
239	http://dbpedia.org/resource/Florida_State_University	564.0	399.0	378.0	473.0	729.0	525.0	494.0	616.0	510.0	316.0	192.0	16.0	1038.0	1489.0	Florida State University	FL	medium	high	I	I
240	http://dbpedia.org/resource/Fordham_University	744.0	573.0	444.0	590.0	945.0	729.0	557.0	748.0	166.0	183.0	140.0	9.0	498.0	2722.0	Fordham University	NY	high	high	I	I
241	http://dbpedia.org/resource/Fort_Hays_State_University	446.0	378.0	325.0	377.0	556.0	475.0	412.0	474.0	84.0	56.0	71.0	21.0	232.0	1915.0	Fort Hays State University	KS	medium	medium	IIA	IIA
242	http://dbpedia.org/resource/Fort_Lewis_College	439.0	385.0	342.0	392.0	516.0	452.0	402.0	460.0	73.0	35.0	52.0	5.0	165.0	1353.0	Fort Lewis College	CO	medium	medium	IIB	IIA
243	http://dbpedia.org/resource/Fort_Valley_State_University	471.0	382.0	339.0	379.0	596.0	490.0	439.0	487.0	37.0	39.0	49.0	17.0	142.0	1566.0	Fort Valley State College	GA	medium	medium	IIB	I
244	http://dbpedia.org/resource/Francis_Marion_University	476.0	394.0	328.0	387.0	585.0	488.0	410.0	480.0	64.0	37.0	40.0	25.0	166.0	9226.0	Francis Marion University	SC	medium	medium	IIB	IIA
245	http://dbpedia.org/resource/Franklin_Pierce_University	470.0	382.0	323.0	399.0	605.0	487.0	412.0	510.0	28.0	29.0	17.0	2.0	76.0	2575.0	Franklin Pierce College	NH	medium	medium	IIB	IIB
246	http://dbpedia.org/resource/Franklin_University				345.0				438.0	0.0	0.0	0.0	0.0	39.0	3046.0	Franklin University	OH	low	low	IIB	IIB
247	http://dbpedia.org/resource/Freed%E2%80%93Hardeman_University	382.0	326.0	271.0	305.0	454.0	401.0	346.0	374.0	16.0	23.0	20.0	9.0	69.0	3492.0	Freed-Hardeman University	TN	low	low	IIB	IIB
248	http://dbpedia.org/resource/Frostburg_State_University	498.0	423.0	366.0	416.0	646.0	538.0	468.0	530.0	76.0	56.0	70.0	8.0	228.0	2072.0	Frostburg State University	MD	medium	medium	IIA	IIA
249	http://dbpedia.org/resource/Furman_University	551.0	414.0	343.0	453.0	719.0	530.0	430.0	583.0	86.0	39.0	54.0	6.0	185.0	3434.0	Furman University	SC	medium	medium	IIB	IIB
250	http://dbpedia.org/resource/Gallaudet_University	623.0	480.0	399.0	482.0	814.0	638.0	534.0	637.0	86.0	67.0	70.0	35.0	261.0	1443.0	Gallaudet University	DC	medium	high	IIA	IIB
251	http://dbpedia.org/resource/Gannon_University	453.0	377.0	341.0	365.0	586.0	489.0	434.0	469.0	35.0	54.0	76.0	17.0	182.0	3266.0	Gannon University	PA	medium	medium	IIA	IIA
252	http://dbpedia.org/resource/Gardner%E2%80%93Webb_University	348.0	305.0	294.0	312.0	414.0	357.0	349.0	371.0	39.0	7.0	26.0	15.0	87.0	2929.0	Gardner-Webb University	NC	low	low	IIB	IIA
253	http://dbpedia.org/resource/Geneva_College	416.0	366.0	312.0	366.0	527.0	475.0	402.0	469.0	17.0	17.0	16.0	0.0	50.0	3267.0	Geneva College	PA	medium	medium	IIB	IIB
254	http://dbpedia.org/resource/George_Fox_University	418.0	373.0	302.0	355.0	531.0	468.0	371.0	444.0	20.0	27.0	27.0	3.0	77.0	3194.0	George Fox College	OR	medium	low	IIB	IIA
255	http://dbpedia.org/resource/George_Mason_University	753.0	524.0	445.0	568.0	909.0	650.0	550.0	696.0	210.0	266.0	156.0	43.0	675.0	3749.0	George Mason University	VA	high	high	I	IIA
256	http://dbpedia.org/resource/George_Washington_University	729.0	542.0	447.0	610.0	874.0	653.0	536.0	733.0	316.0	175.0	134.0	12.0	637.0	1444.0	George Washington University	DC	high	high	I	I
257	http://dbpedia.org/resource/Georgetown_College_(Kentucky)	398.0	338.0	297.0	343.0	493.0	418.0	352.0	420.0	29.0	18.0	19.0	6.0	72.0	1964.0	Georgetown College	KY	low	low	IIB	
258	http://dbpedia.org/resource/Georgetown_University	857.0	552.0	427.0	618.0	1080.0	710.0	546.0	785.0	192.0	157.0	154.0	25.0	528.0	1445.0	Georgetown University	DC	high	high	I	IIA
259	http://dbpedia.org/resource/Georgia_College_&_State_University	447.0	388.0	340.0	373.0	571.0	496.0	440.0	479.0	47.0	41.0	80.0	11.0	179.0	1602.0	Georgia College	GA	medium	medium	IIA	
260	http://dbpedia.org/resource/Georgia_Institute_of_Technology	684.0	517.0	462.0	558.0	862.0	665.0	594.0	711.0	235.0	206.0	167.0	17.0	626.0	1569.0	Georgia Institute of Technology	GA	high	high	I	
261	http://dbpedia.org/resource/Georgia_Southern_University	495.0	408.0	328.0	363.0	623.0	509.0	407.0	453.0	105.0	135.0	254.0	109.0	603.0	1572.0	Georgia Southern University	GA	medium	medium	IIA	I
262	http://dbpedia.org/resource/Georgia_State_University	666.0	474.0	390.0	502.0	817.0	594.0	493.0	624.0	258.0	254.0	241.0	40.0	793.0	1574.0	Georgia State University	GA	high	high	I	IIA
263	http://dbpedia.org/resource/Georgian_Court_University	490.0	425.0	373.0	403.0	592.0	509.0	450.0	487.0	19.0	13.0	30.0	8.0	71.0	2608.0	Georgian Court College	NJ	medium	medium	IIB	IIB
264	http://dbpedia.org/resource/Gettysburg_College	627.0	475.0	400.0	485.0	820.0	630.0	516.0	637.0	38.0	65.0	28.0	20.0	151.0	3268.0	Gettysburg College	PA	medium	high	IIB	I
